year|conflictid_old|conflictid_new|actor|actorid|actorid_new|actor_type|type|incomp|region|location|gwnoloc|gwnoloc2|gwnoloc3|gwnoloc4|conflictyear|interm|postc|state_prev|ai_prev|hrw_prev|form
2002|200|395|UTO|1188|345|3|3|2|3|Tajikistan|702|0|0|0|0|0|1|0|0|0|-99
2003|200|395|UTO|1188|345|3|3|2|3|Tajikistan|702|0|0|0|0|0|1|0|0|0|-99
1997|200|395|Forces of Khudoberdiyev|1189|346|3|3|2|3|Tajikistan|702|0|0|0|1|0|0|0|0|0|-99
1998|200|395|Forces of Khudoberdiyev|1189|346|3|3|2|3|Tajikistan|702|0|0|0|1|0|0|0|0|0|-99
1999|200|395|Forces of Khudoberdiyev|1189|346|3|3|2|3|Tajikistan|702|0|0|0|0|0|1|0|0|0|-99
2000|200|395|Forces of Khudoberdiyev|1189|346|3|3|2|3|Tajikistan|702|0|0|0|0|0|1|0|0|0|-99
2001|200|395|Forces of Khudoberdiyev|1189|346|3|3|2|3|Tajikistan|702|0|0|0|0|0|1|0|0|0|-99
2002|200|395|Forces of Khudoberdiyev|1189|346|3|3|2|3|Tajikistan|702|0|0|0|0|0|1|0|0|0|-99
2003|200|395|Forces of Khudoberdiyev|1189|346|3|3|2|3|Tajikistan|702|0|0|0|0|0|1|0|0|0|-99
2010|200|395|IMU|1202|359|3|3|2|3|Tajikistan|702|0|0|0|1|0|0|0|0|0|-99
2011|200|395|IMU|1202|359|3|3|2|3|Tajikistan|702|0|0|0|1|0|0|0|0|0|-99
2012|200|395|IMU|1202|359|3|3|2|3|Tajikistan|702|0|0|0|0|0|1|0|0|0|-99
2013|200|395|IMU|1202|359|3|3|2|3|Tajikistan|702|0|0|0|0|0|1|0|0|0|-99
2014|200|395|IMU|1202|359|3|3|2|3|Tajikistan|702|0|0|0|0|0|1|0|0|0|-99
2015|200|395|IMU|1202|359|3|3|2|3|Tajikistan|702|0|0|0|0|0|1|0|0|0|-99
1992|200|395|Popular Front (PFT)|2073|1186|6|4|2|3|Tajikistan|702|0|0|0|1|0|0|0|0|-99|-99
1993|200|395|Popular Front (PFT)|2073|1186|6|4|2|3|Tajikistan|702|0|0|0|1|0|0|0|0|1|1
1994|200|395|Popular Front (PFT)|2073|1186|6|4|2|3|Tajikistan|702|0|0|0|1|0|0|0|0|0|-99
1995|200|395|Popular Front (PFT)|2073|1186|6|4|2|3|Tajikistan|702|0|0|0|1|0|0|0|0|0|-99
1996|200|395|Popular Front (PFT)|2073|1186|6|4|2|3|Tajikistan|702|0|0|0|1|0|0|0|0|0|-99
1997|200|395|Popular Front (PFT)|2073|1186|6|4|2|3|Tajikistan|702|0|0|0|0|1|0|0|0|0|-99
1998|200|395|Popular Front (PFT)|2073|1186|6|4|2|3|Tajikistan|702|0|0|0|1|0|0|0|0|0|-99
2010|200|395|Forces of Mullo Abdullo|2085|1216|3|3|2|3|Tajikistan|702|0|0|0|1|0|0|0|0|0|-99
2011|200|395|Forces of Mullo Abdullo|2085|1216|3|3|2|3|Tajikistan|702|0|0|0|0|0|1|0|0|0|-99
2012|200|395|Forces of Mullo Abdullo|2085|1216|3|3|2|3|Tajikistan|702|0|0|0|0|0|1|0|0|0|-99
2013|200|395|Forces of Mullo Abdullo|2085|1216|3|3|2|3|Tajikistan|702|0|0|0|0|0|1|0|0|0|-99
2014|200|395|Forces of Mullo Abdullo|2085|1216|3|3|2|3|Tajikistan|702|0|0|0|0|0|1|0|0|0|-99
2015|200|395|Forces of Mullo Abdullo|2085|1216|3|3|2|3|Tajikistan|702|0|0|0|0|0|1|0|0|0|-99
1993|201|396|Azerbaijan|373|64|1|3|2|1|Azerbaijan|373|0|0|0|1|0|0|0|0|0|-99
1994|201|396|Azerbaijan|373|64|1|3|2|1|Azerbaijan|373|0|0|0|0|1|0|0|0|0|-99
1995|201|396|Azerbaijan|373|64|1|3|2|1|Azerbaijan|373|0|0|0|1|0|0|0|0|0|-99
1996|201|396|Azerbaijan|373|64|1|3|2|1|Azerbaijan|373|0|0|0|0|0|1|0|0|0|-99
1997|201|396|Azerbaijan|373|64|1|3|2|1|Azerbaijan|373|0|0|0|0|0|1|0|0|0|-99
1998|201|396|Azerbaijan|373|64|1|3|2|1|Azerbaijan|373|0|0|0|0|0|1|0|0|0|-99
1999|201|396|Azerbaijan|373|64|1|3|2|1|Azerbaijan|373|0|0|0|0|0|1|0|0|0|-99
2000|201|396|Azerbaijan|373|64|1|3|2|1|Azerbaijan|373|0|0|0|0|0|1|0|0|0|-99
1993|201|396|Military faction (Forces of Suret Husseinov)|1190|347|3|3|2|1|Azerbaijan|373|0|0|0|1|0|0|0|0|0|-99
1994|201|396|Military faction (Forces of Suret Husseinov)|1190|347|3|3|2|1|Azerbaijan|373|0|0|0|0|0|1|0|0|0|-99
1995|201|396|Military faction (Forces of Suret Husseinov)|1190|347|3|3|2|1|Azerbaijan|373|0|0|0|0|0|1|0|0|0|-99
1996|201|396|Military faction (Forces of Suret Husseinov)|1190|347|3|3|2|1|Azerbaijan|373|0|0|0|0|0|1|0|0|0|-99
1997|201|396|Military faction (Forces of Suret Husseinov)|1190|347|3|3|2|1|Azerbaijan|373|0|0|0|0|0|1|0|0|0|-99
1998|201|396|Military faction (Forces of Suret Husseinov)|1190|347|3|3|2|1|Azerbaijan|373|0|0|0|0|0|1|0|0|0|-99
1995|201|396|OPON forces|1191|348|3|3|2|1|Azerbaijan|373|0|0|0|1|0|0|0|0|0|-99
1996|201|396|OPON forces|1191|348|3|3|2|1|Azerbaijan|373|0|0|0|0|0|1|0|0|0|-99
1997|201|396|OPON forces|1191|348|3|3|2|1|Azerbaijan|373|0|0|0|0|0|1|0|0|0|-99
1998|201|396|OPON forces|1191|348|3|3|2|1|Azerbaijan|373|0|0|0|0|0|1|0|0|0|-99
1999|201|396|OPON forces|1191|348|3|3|2|1|Azerbaijan|373|0|0|0|0|0|1|0|0|0|-99
2000|201|396|OPON forces|1191|348|3|3|2|1|Azerbaijan|373|0|0|0|0|0|1|0|0|0|-99
1993|202|397|Bosnia-Herzegovina|346|50|1|3|1|1|Bosnia-Herzegovina|346|0|0|0|1|0|0|0|0|0|-99
1994|202|397|Bosnia-Herzegovina|346|50|1|3|1|1|Bosnia-Herzegovina|346|0|0|0|1|0|0|0|0|0|-99
1995|202|397|Bosnia-Herzegovina|346|50|1|3|1|1|Bosnia-Herzegovina|346|0|0|0|1|0|0|0|0|1|1
1996|202|397|Bosnia-Herzegovina|346|50|1|3|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
1997|202|397|Bosnia-Herzegovina|346|50|1|3|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
1998|202|397|Bosnia-Herzegovina|346|50|1|3|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
1999|202|397|Bosnia-Herzegovina|346|50|1|3|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
2000|202|397|Bosnia-Herzegovina|346|50|1|3|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
1993|202|397|Autonomous Province of Western Bosnia|1192|349|3|3|1|1|Bosnia-Herzegovina|346|0|0|0|1|0|0|0|0|0|-99
1994|202|397|Autonomous Province of Western Bosnia|1192|349|3|3|1|1|Bosnia-Herzegovina|346|0|0|0|1|0|0|0|0|0|-99
1995|202|397|Autonomous Province of Western Bosnia|1192|349|3|3|1|1|Bosnia-Herzegovina|346|0|0|0|1|0|0|0|0|0|-99
1996|202|397|Autonomous Province of Western Bosnia|1192|349|3|3|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
1997|202|397|Autonomous Province of Western Bosnia|1192|349|3|3|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
1998|202|397|Autonomous Province of Western Bosnia|1192|349|3|3|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
1999|202|397|Autonomous Province of Western Bosnia|1192|349|3|3|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
2000|202|397|Autonomous Province of Western Bosnia|1192|349|3|3|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
1993|202|397|Krajina Militia AKA Marticevci|8059|8059|6|3|1|1|Yugoslavia|345|0|0|0|1|0|0|0|0|0|-99
1994|202|397|Krajina Militia AKA Marticevci|8059|8059|6|3|1|1|Yugoslavia|345|0|0|0|1|0|0|0|0|0|-99
1995|202|397|Krajina Militia AKA Marticevci|8059|8059|6|3|1|1|Yugoslavia|345|0|0|0|1|0|0|0|0|0|-99
1996|202|397|Krajina Militia AKA Marticevci|8059|8059|6|3|1|1|Yugoslavia|345|0|0|0|0|0|1|0|0|0|-99
1997|202|397|Krajina Militia AKA Marticevci|8059|8059|6|3|1|1|Yugoslavia|345|0|0|0|0|0|1|0|0|0|-99
1998|202|397|Krajina Militia AKA Marticevci|8059|8059|6|3|1|1|Yugoslavia|345|0|0|0|0|0|1|0|0|0|-99
1999|202|397|Krajina Militia AKA Marticevci|8059|8059|6|3|1|1|Yugoslavia|345|0|0|0|0|0|1|0|0|0|-99
2000|202|397|Krajina Militia AKA Marticevci|8059|8059|6|3|1|1|Yugoslavia|345|0|0|0|0|0|1|0|0|0|-99
1993|202|397|Serbian Guard|8093|8093|6|3|1|1|Yugoslavia|345|0|0|0|1|0|0|0|0|0|-99
1994|202|397|Serbian Guard|8093|8093|6|3|1|1|Yugoslavia|345|0|0|0|1|0|0|0|0|0|-99
1995|202|397|Serbian Guard|8093|8093|6|3|1|1|Yugoslavia|345|0|0|0|1|0|0|0|0|0|-99
1996|202|397|Serbian Guard|8093|8093|6|3|1|1|Yugoslavia|345|0|0|0|0|0|1|0|0|0|-99
1997|202|397|Serbian Guard|8093|8093|6|3|1|1|Yugoslavia|345|0|0|0|0|0|1|0|0|0|-99
1998|202|397|Serbian Guard|8093|8093|6|3|1|1|Yugoslavia|345|0|0|0|0|0|1|0|0|0|-99
1999|202|397|Serbian Guard|8093|8093|6|3|1|1|Yugoslavia|345|0|0|0|0|0|1|0|0|0|-99
2000|202|397|Serbian Guard|8093|8093|6|3|1|1|Yugoslavia|345|0|0|0|0|0|1|0|0|0|-99
1993|203|398|Croatia|344|48|4|4|1|1|Bosnia-Herzegovina|346|0|0|0|1|0|0|0|0|0|-99
1994|203|398|Croatia|344|48|4|4|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
1995|203|398|Croatia|344|48|4|4|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
1996|203|398|Croatia|344|48|4|4|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
1997|203|398|Croatia|344|48|4|4|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
1998|203|398|Croatia|344|48|4|4|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
1993|203|398|Bosnia-Herzegovina|346|50|1|4|1|1|Bosnia-Herzegovina|346|0|0|0|1|0|0|1|0|0|1
1994|203|398|Bosnia-Herzegovina|346|50|1|4|1|1|Bosnia-Herzegovina|346|0|0|0|1|0|0|0|0|0|-99
1995|203|398|Bosnia-Herzegovina|346|50|1|4|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
1996|203|398|Bosnia-Herzegovina|346|50|1|4|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
1997|203|398|Bosnia-Herzegovina|346|50|1|4|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
1998|203|398|Bosnia-Herzegovina|346|50|1|4|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
1999|203|398|Bosnia-Herzegovina|346|50|1|4|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
1993|203|398|Croatian Republic of Bosnia and Herzegovina|1193|350|3|4|1|1|Bosnia-Herzegovina|346|0|0|0|1|0|0|3|0|0|1
1994|203|398|Croatian Republic of Bosnia and Herzegovina|1193|350|3|4|1|1|Bosnia-Herzegovina|346|0|0|0|1|0|0|0|0|0|-99
1995|203|398|Croatian Republic of Bosnia and Herzegovina|1193|350|3|4|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
1996|203|398|Croatian Republic of Bosnia and Herzegovina|1193|350|3|4|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
1997|203|398|Croatian Republic of Bosnia and Herzegovina|1193|350|3|4|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
1998|203|398|Croatian Republic of Bosnia and Herzegovina|1193|350|3|4|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
1999|203|398|Croatian Republic of Bosnia and Herzegovina|1193|350|3|4|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
1993|203|398|Croatian irregulars|1213|370|3|4|1|1|Bosnia-Herzegovina|346|0|0|0|1|0|0|0|0|0|-99
1994|203|398|Croatian irregulars|1213|370|3|4|1|1|Bosnia-Herzegovina|346|0|0|0|1|0|0|0|0|0|-99
1995|203|398|Croatian irregulars|1213|370|3|4|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
1996|203|398|Croatian irregulars|1213|370|3|4|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
1997|203|398|Croatian irregulars|1213|370|3|4|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
1998|203|398|Croatian irregulars|1213|370|3|4|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
1999|203|398|Croatian irregulars|1213|370|3|4|1|1|Bosnia-Herzegovina|346|0|0|0|0|0|1|0|0|0|-99
1993|204|399|Russia (Soviet Union)|365|57|1|3|2|1|Russia (Soviet Union)|365|0|0|0|1|0|0|0|0|0|-99
1994|204|399|Russia (Soviet Union)|365|57|1|3|2|1|Russia (Soviet Union)|365|0|0|0|0|0|1|0|0|0|-99
1995|204|399|Russia (Soviet Union)|365|57|1|3|2|1|Russia (Soviet Union)|365|0|0|0|0|0|1|0|0|0|-99
1996|204|399|Russia (Soviet Union)|365|57|1|3|2|1|Russia (Soviet Union)|365|0|0|0|0|0|1|0|0|0|-99
1997|204|399|Russia (Soviet Union)|365|57|1|3|2|1|Russia (Soviet Union)|365|0|0|0|0|0|1|0|0|0|-99
1998|204|399|Russia (Soviet Union)|365|57|1|3|2|1|Russia (Soviet Union)|365|0|0|0|0|0|1|0|0|0|-99
1993|204|399|Parliamentary forces|1194|351|3|3|2|1|Russia (Soviet Union)|365|0|0|0|1|0|0|0|0|0|-99
1994|204|399|Parliamentary forces|1194|351|3|3|2|1|Russia (Soviet Union)|365|0|0|0|0|0|1|0|0|0|-99
1995|204|399|Parliamentary forces|1194|351|3|3|2|1|Russia (Soviet Union)|365|0|0|0|0|0|1|0|0|0|-99
1996|204|399|Parliamentary forces|1194|351|3|3|2|1|Russia (Soviet Union)|365|0|0|0|0|0|1|0|0|0|-99
1997|204|399|Parliamentary forces|1194|351|3|3|2|1|Russia (Soviet Union)|365|0|0|0|0|0|1|0|0|0|-99
1998|204|399|Parliamentary forces|1194|351|3|3|2|1|Russia (Soviet Union)|365|0|0|0|0|0|1|0|0|0|-99
1994|205|400|Mexico|70|10|1|3|2|5|Mexico|70|0|0|0|1|0|0|1|1|1|1
1995|205|400|Mexico|70|10|1|3|2|5|Mexico|70|0|0|0|0|1|0|1|1|0|1
1996|205|400|Mexico|70|10|1|3|2|5|Mexico|70|0|0|0|1|0|0|0|0|0|-99
1997|205|400|Mexico|70|10|1|3|2|5|Mexico|70|0|0|0|0|0|1|0|1|0|1
1998|205|400|Mexico|70|10|1|3|2|5|Mexico|70|0|0|0|0|0|1|0|0|0|-99
1999|205|400|Mexico|70|10|1|3|2|5|Mexico|70|0|0|0|0|0|1|1|0|1|1
2000|205|400|Mexico|70|10|1|3|2|5|Mexico|70|0|0|0|0|0|1|0|0|0|-99
2001|205|400|Mexico|70|10|1|3|2|5|Mexico|70|0|0|0|0|0|1|0|0|0|-99
1994|205|400|EZLN|1628|767|3|3|2|5|Mexico|70|0|0|0|1|0|0|0|0|0|-99
1995|205|400|EZLN|1628|767|3|3|2|5|Mexico|70|0|0|0|0|0|1|0|0|0|-99
1996|205|400|EZLN|1628|767|3|3|2|5|Mexico|70|0|0|0|0|0|1|0|0|0|-99
1997|205|400|EZLN|1628|767|3|3|2|5|Mexico|70|0|0|0|0|0|1|0|0|0|-99
1998|205|400|EZLN|1628|767|3|3|2|5|Mexico|70|0|0|0|0|0|1|0|0|0|-99
1999|205|400|EZLN|1628|767|3|3|2|5|Mexico|70|0|0|0|0|0|1|0|0|0|-99
1996|205|400|EPR|1629|768|3|3|2|5|Mexico|70|0|0|0|1|0|0|0|0|0|-99
1997|205|400|EPR|1629|768|3|3|2|5|Mexico|70|0|0|0|0|0|1|0|0|0|-99
1998|205|400|EPR|1629|768|3|3|2|5|Mexico|70|0|0|0|0|0|1|0|0|0|-99
1999|205|400|EPR|1629|768|3|3|2|5|Mexico|70|0|0|0|0|0|1|0|0|0|-99
2000|205|400|EPR|1629|768|3|3|2|5|Mexico|70|0|0|0|0|0|1|0|0|0|-99
2001|205|400|EPR|1629|768|3|3|2|5|Mexico|70|0|0|0|0|0|1|0|0|0|-99
1996|205|400|PRI-ista Paramilitary Groups|8070|8070|6|3|2|5|Mexico|70|0|0|0|1|0|0|0|0|0|-99
1997|205|400|PRI-ista Paramilitary Groups|8070|8070|6|3|2|5|Mexico|70|0|0|0|0|0|1|0|0|0|-99
1998|205|400|PRI-ista Paramilitary Groups|8070|8070|6|3|2|5|Mexico|70|0|0|0|0|0|1|0|0|0|-99
1999|205|400|PRI-ista Paramilitary Groups|8070|8070|6|3|2|5|Mexico|70|0|0|0|0|0|1|0|0|0|-99
2000|205|400|PRI-ista Paramilitary Groups|8070|8070|6|3|2|5|Mexico|70|0|0|0|0|0|1|0|0|0|-99
2001|205|400|PRI-ista Paramilitary Groups|8070|8070|6|3|2|5|Mexico|70|0|0|0|0|0|1|0|0|0|-99
1994|205|400|White Guards (Guardias Blancas)|8115|8115|6|3|2|5|Mexico|70|0|0|0|1|0|0|0|0|0|-99
1995|205|400|White Guards (Guardias Blancas)|8115|8115|6|3|2|5|Mexico|70|0|0|0|0|1|0|0|0|0|-99
1996|205|400|White Guards (Guardias Blancas)|8115|8115|6|3|2|5|Mexico|70|0|0|0|1|0|0|0|0|0|-99
1997|205|400|White Guards (Guardias Blancas)|8115|8115|6|3|2|5|Mexico|70|0|0|0|0|0|1|0|0|0|-99
1998|205|400|White Guards (Guardias Blancas)|8115|8115|6|3|2|5|Mexico|70|0|0|0|0|0|1|0|0|0|-99
1999|205|400|White Guards (Guardias Blancas)|8115|8115|6|3|2|5|Mexico|70|0|0|0|0|0|1|0|0|0|-99
2000|205|400|White Guards (Guardias Blancas)|8115|8115|6|3|2|5|Mexico|70|0|0|0|0|0|1|0|0|0|-99
2001|205|400|White Guards (Guardias Blancas)|8115|8115|6|3|2|5|Mexico|70|0|0|0|0|0|1|0|0|0|-99
1994|206|401|Russia (Soviet Union)|365|57|1|3|1|1|Russia (Soviet Union)|365|0|0|0|1|0|0|0|0|0|-99
1995|206|401|Russia (Soviet Union)|365|57|1|3|1|1|Russia (Soviet Union)|365|0|0|0|1|0|0|1|1|0|1
1996|206|401|Russia (Soviet Union)|365|57|1|3|1|1|Russia (Soviet Union)|365|0|0|0|1|0|0|1|0|0|1
1997|206|401|Russia (Soviet Union)|365|57|1|3|1|1|Russia (Soviet Union)|365|0|0|0|0|1|0|0|0|0|-99
1998|206|401|Russia (Soviet Union)|365|57|1|3|1|1|Russia (Soviet Union)|365|0|0|0|0|1|0|0|0|0|-99
1999|206|401|Russia (Soviet Union)|365|57|1|3|1|1|Russia (Soviet Union)|365|0|0|0|1|0|0|1|0|1|1
2000|206|401|Russia (Soviet Union)|365|57|1|3|1|1|Russia (Soviet Union)|365|0|0|0|1|0|0|1|1|1|1
2001|206|401|Russia (Soviet Union)|365|57|1|3|1|1|Russia (Soviet Union)|365|0|0|0|1|0|0|1|1|0|1
2002|206|401|Russia (Soviet Union)|365|57|1|3|1|1|Russia (Soviet Union)|365|0|0|0|1|0|0|1|2|0|1
2003|206|401|Russia (Soviet Union)|365|57|1|3|1|1|Russia (Soviet Union)|365|0|0|0|1|0|0|1|1|1|1
2004|206|401|Russia (Soviet Union)|365|57|1|3|1|1|Russia (Soviet Union)|365|0|0|0|1|0|0|1|1|0|1
2005|206|401|Russia (Soviet Union)|365|57|1|3|1|1|Russia (Soviet Union)|365|0|0|0|1|0|0|1|1|0|1
2006|206|401|Russia (Soviet Union)|365|57|1|3|1|1|Russia (Soviet Union)|365|0|0|0|1|0|0|1|1|0|1
2007|206|401|Russia (Soviet Union)|365|57|1|3|1|1|Russia (Soviet Union)|365|0|0|0|1|0|0|0|0|0|-99
2008|206|401|Russia (Soviet Union)|365|57|1|3|1|1|Russia (Soviet Union)|365|0|0|0|0|0|1|0|0|0|-99
2009|206|401|Russia (Soviet Union)|365|57|1|3|1|1|Russia (Soviet Union)|365|0|0|0|0|0|1|0|0|0|-99
2010|206|401|Government of Russia (Soviet Union)|365|57|1|3|1|1|Russia (Soviet Union)|365|0|0|0|0|0|1|0|0|0|-99
2011|206|401|Government of Russia (Soviet Union)|365|57|1|3|1|1|Russia (Soviet Union)|365|0|0|0|0|0|1|0|0|0|-99
2012|206|401|Government of Russia (Soviet Union)|365|57|1|3|1|1|Russia (Soviet Union)|365|0|0|0|0|0|1|0|0|0|-99
1994|206|401|Chechen Republic of Ichkeria|1195|352|3|3|1|1|Russia (Soviet Union)|365|0|0|0|1|0|0|0|0|0|-99
1995|206|401|Chechen Republic of Ichkeria|1195|352|3|3|1|1|Russia (Soviet Union)|365|0|0|0|1|0|0|0|0|0|-99
1996|206|401|Chechen Republic of Ichkeria|1195|352|3|3|1|1|Russia (Soviet Union)|365|0|0|0|1|0|0|0|0|0|-99
1997|206|401|Chechen Republic of Ichkeria|1195|352|3|3|1|1|Russia (Soviet Union)|365|0|0|0|0|1|0|0|0|0|-99
1998|206|401|Chechen Republic of Ichkeria|1195|352|3|3|1|1|Russia (Soviet Union)|365|0|0|0|0|1|0|0|0|0|-99
1999|206|401|Chechen Republic of Ichkeria|1195|352|3|3|1|1|Russia (Soviet Union)|365|0|0|0|1|0|0|0|0|0|-99
2000|206|401|Chechen Republic of Ichkeria|1195|352|3|3|1|1|Russia (Soviet Union)|365|0|0|0|1|0|0|0|0|0|-99
2001|206|401|Chechen Republic of Ichkeria|1195|352|3|3|1|1|Russia (Soviet Union)|365|0|0|0|1|0|0|0|0|0|-99
2002|206|401|Chechen Republic of Ichkeria|1195|352|3|3|1|1|Russia (Soviet Union)|365|0|0|0|1|0|0|0|0|0|-99
2003|206|401|Chechen Republic of Ichkeria|1195|352|3|3|1|1|Russia (Soviet Union)|365|0|0|0|1|0|0|0|0|0|-99
2004|206|401|Chechen Republic of Ichkeria|1195|352|3|3|1|1|Russia (Soviet Union)|365|0|0|0|1|0|0|0|0|0|-99
2005|206|401|Chechen Republic of Ichkeria|1195|352|3|3|1|1|Russia (Soviet Union)|365|0|0|0|1|0|0|0|0|0|-99
2006|206|401|Chechen Republic of Ichkeria|1195|352|3|3|1|1|Russia (Soviet Union)|365|0|0|0|1|0|0|0|1|0|1
2007|206|401|Chechen Republic of Ichkeria|1195|352|3|3|1|1|Russia (Soviet Union)|365|0|0|0|1|0|0|0|0|0|-99
2008|206|401|Chechen Republic of Ichkeria|1195|352|3|3|1|1|Russia (Soviet Union)|365|0|0|0|0|0|1|0|0|0|-99
2009|206|401|Chechen Republic of Ichkeria|1195|352|3|3|1|1|Russia (Soviet Union)|365|0|0|0|0|0|1|0|0|0|-99
2010|206|401|Chechen Republic of Ichkeria|1195|352|3|3|1|1|Russia (Soviet Union)|365|0|0|0|0|0|1|0|0|0|-99
2011|206|401|Chechen Republic of Ichkeria|1195|352|3|3|1|1|Russia (Soviet Union)|365|0|0|0|0|0|1|0|0|0|-99
2012|206|401|Chechen Republic of Ichkeria|1195|352|3|3|1|1|Russia (Soviet Union)|365|0|0|0|0|0|1|0|0|0|-99
1999|206|401|Chechen Death Squads|8020|8020|6|3|1|1|Russia|365|0|0|0|1|0|0|0|0|0|-99
2000|206|401|Chechen Death Squads|8020|8020|6|3|1|1|Russia|365|0|0|0|1|0|0|0|0|0|-99
2001|206|401|Chechen Death Squads|8020|8020|6|3|1|1|Russia|365|0|0|0|1|0|0|0|0|0|-99
2002|206|401|Chechen Death Squads|8020|8020|6|3|1|1|Russia|365|0|0|0|1|0|0|0|0|0|-99
2003|206|401|Chechen Death Squads|8020|8020|6|3|1|1|Russia|365|0|0|0|1|0|0|0|0|0|-99
2004|206|401|Chechen Death Squads|8020|8020|6|3|1|1|Russia|365|0|0|0|1|0|0|0|0|0|-99
2005|206|401|Chechen Death Squads|8020|8020|6|3|1|1|Russia|365|0|0|0|1|0|0|0|0|0|-99
2006|206|401|Chechen Death Squads|8020|8020|6|3|1|1|Russia|365|0|0|0|1|0|0|0|0|0|-99
2007|206|401|Chechen Death Squads|8020|8020|6|3|1|1|Russia|365|0|0|0|1|0|0|0|0|0|-99
2008|206|401|Chechen Death Squads|8020|8020|6|3|1|1|Russia|365|0|0|0|0|0|1|0|0|0|-99
2009|206|401|Chechen Death Squads|8020|8020|6|3|1|1|Russia|365|0|0|0|0|0|1|0|0|0|-99
2000|206|401|Kadyrovtsy|8054|8054|6|3|1|1|Russia|365|0|0|0|1|0|0|0|0|0|-99
2001|206|401|Kadyrovtsy|8054|8054|6|3|1|1|Russia|365|0|0|0|1|0|0|0|0|0|-99
2002|206|401|Kadyrovtsy|8054|8054|6|3|1|1|Russia|365|0|0|0|1|0|0|0|0|0|-99
2003|206|401|Kadyrovtsy|8054|8054|6|3|1|1|Russia|365|0|0|0|1|0|0|0|0|0|-99
2004|206|401|Kadyrovtsy|8054|8054|6|3|1|1|Russia|365|0|0|0|1|0|0|0|0|0|-99
2005|206|401|Kadyrovtsy|8054|8054|6|3|1|1|Russia|365|0|0|0|1|0|0|0|0|0|-99
2006|206|401|Kadyrovtsy|8054|8054|6|3|1|1|Russia|365|0|0|0|1|0|0|0|0|0|-99
2007|206|401|Kadyrovtsy|8054|8054|6|3|1|1|Russia|365|0|0|0|1|0|0|0|0|0|-99
2008|206|401|Kadyrovtsy|8054|8054|6|3|1|1|Russia|365|0|0|0|0|0|1|0|0|0|-99
2009|206|401|Kadyrovtsy|8054|8054|6|3|1|1|Russia|365|0|0|0|0|0|1|0|0|0|-99
1999|206|401|Pro-government Chechen militia|8080|8080|6|3|1|1|Russia|365|0|0|0|1|0|0|0|0|0|-99
2000|206|401|Pro-government Chechen militia|8080|8080|6|3|1|1|Russia|365|0|0|0|1|0|0|0|0|0|-99
2001|206|401|Pro-government Chechen militia|8080|8080|6|3|1|1|Russia|365|0|0|0|1|0|0|0|0|0|-99
2002|206|401|Pro-government Chechen militia|8080|8080|6|3|1|1|Russia|365|0|0|0|1|0|0|0|0|0|-99
2003|206|401|Pro-government Chechen militia|8080|8080|6|3|1|1|Russia|365|0|0|0|1|0|0|0|0|0|-99
2004|206|401|Pro-government Chechen militia|8080|8080|6|3|1|1|Russia|365|0|0|0|1|0|0|0|0|0|-99
2005|206|401|Pro-government Chechen militia|8080|8080|6|3|1|1|Russia|365|0|0|0|1|0|0|0|0|0|-99
